縣市別,調查站_編號,調查站_地點,調查站_樁號_K,調查站_樁號_百位數,調查站_座標_經度,調查站_座標_緯度,路線編號,起迄地名_起點,起迄地名_迄點,起點樁號_K,起點樁號_百位數,迄點樁號_K,迄點樁號_百位數,地形,里程(公里),路面寬度(公尺),方向(往),車道佈設_快車道寬度(公尺)_1,車道佈設_快車道寬度(公尺)_2,車道佈設_快車道寬度(公尺)_3,車道佈設_快車道寬度(公尺)_4,車道佈設_快車道寬度(公尺)_5,車道佈設_機慢車道寬度(公尺)_1,車道佈設_機慢車道寬度(公尺)_2,車道佈設_路肩寬度(公尺),各車種車輛數(輛/日)_小型車,各車種車輛數(輛/日)_大客車,各車種車輛數(輛/日)_大貨車,各車種車輛數(輛/日)_全聯結車,各車種車輛數(輛/日)_半聯結車,各車種車輛數(輛/日)_機車,各車種車輛數(輛/日)_合計,總計_流量(PCU),總計_車公里,尖峰小時_交通量(PCU),尖峰小時_時段_起,尖峰小時_時段_迄,方向係數,備註,,,
屏東縣,Ⅲ-37,壽卡,12,000,120.8336070,22.24376057,台9戊線,安朔,草埔,0,000,16,151,山嶺區,16.2,10.5,南,4.8,,,,,,,0.5,219,5,206,0,232,254,916,3262,14839,350,12,13,0.52 ,,,,
臺東縣,Ⅲ-38,外環道便利商店,85,600,121.4578357,23.31718753,台11線,花東縣界,三仙,72,569,109,199,丘陵區,36.6,18.4,北,3.5,,,,,2.2,,2.9,1084,81,14,0,36,103,1318,1601,48239,167,14,15,0.51 ,,,,
臺東縣,Ⅲ-38,外環道便利商店,85,600,121.4578357,23.31718753,台11線,花東縣界,三仙,72,569,109,199,丘陵區,36.6,18.4,南,3.5,,,,,2.2,,2.9,847,26,26,0,23,93,1015,1165,37149,174,14,15,0.51 ,,,,
臺東縣,Ⅲ-39,萬年橋,112,300,121.3842758,23.10982092,台11線,三仙,成功,109,199,114,000,丘陵區,4.8,18.2,北,3.5,,,,,2.4,,3.1,2185,86,68,0,43,815,3197,3270,15346,356,15,16,0.52 ,,,,
臺東縣,Ⅲ-39,萬年橋,112,300,121.3842758,23.10982092,台11線,三仙,成功,109,199,114,000,丘陵區,4.8,18.2,南,3.5,,,,,2.4,,3.1,2144,47,56,0,21,778,3046,2947,14621,326,15,16,0.52 ,,,,
臺東縣,Ⅲ-40,全滿加油站,114,300,121.3684951,23.10109222,台11線,成功,新港,114,000,123,323,丘陵區,9.3,18.4,北,3.5,,,,,2.3,,3.5,2179,54,121,0,47,572,2973,3225,27649,380,14,15,0.58 ,,,,
臺東縣,Ⅲ-40,全滿加油站,114,300,121.3684951,23.10109222,台11線,成功,新港,114,000,123,323,丘陵區,9.3,18.4,南,3.6,,,,,2.4,,2.9,2152,54,107,0,33,489,2835,3045,26366,271,14,15,0.58 ,,,,
臺東縣,Ⅲ-41,東河道班房,129,200,121.3111390,22.98363116,台11線,新港,興昌,123,323,142,382,丘陵區,19.1,13,北,3.5,,,,,2.0,,0.5,2314,102,78,0,44,422,2960,3285,56536,268,16,17,0.54 ,,,,
臺東縣,Ⅲ-41,東河道班房,129,200,121.3111390,22.98363116,台11線,新港,興昌,123,323,142,382,丘陵區,19.1,13,南,3.5,,,,,2.0,,0.5,2215,60,85,0,34,383,2777,3012,53041,310,16,17,0.54 ,,,,
臺東縣,Ⅲ-42,都蘭糖廠,145,100,121.2256979,22.87132502,台11線,興昌,富岡,142,382,157,331,丘陵區,14.9,12.8,北,3.6,,,,,1.8,,1.6,3137,68,69,0,39,689,4002,4088,59630,300,16,17,0.60 ,,,,
臺東縣,Ⅲ-42,都蘭糖廠,145,100,121.2256979,22.87132502,台11線,興昌,富岡,142,382,157,331,丘陵區,14.9,12.8,南,3.6,,,,,1.8,,0.4,2925,46,54,0,32,696,3753,3733,55920,456,16,17,0.60 ,,,,
臺東縣,Ⅲ-43,中華大橋,160,700,121.1692153,22.77160187,台11線,富岡,新豐里橋,157,331,165,574,丘陵區,8.2,23.6,北,3.5,3.5,,,,2.1,,2.2,4931,125,129,0,57,1739,6981,6941,57244,778,7,8,0.57 ,分離車道,,,
臺東縣,Ⅲ-43,中華大橋,160,700,121.1692153,22.77160187,台11線,富岡,新豐里橋,157,331,165,574,丘陵區,8.2,23.6,南,3.5,3.5,,,,2.1,,2.2,4198,46,62,0,63,1383,5752,5697,47166,586,16,17,0.57 ,分離車道,,,
臺東縣,Ⅲ-44,新豐里橋,165,100,121.1451744,22.74104053,台11線,新豐里橋,豐源大橋,165,574,170,000,丘陵區,4.4,20,北,3.5,4.5,,,,,,0.7,3867,98,124,0,61,1404,5554,5458,24438,600,7,8,0.53 ,,,,
臺東縣,Ⅲ-44,新豐里橋,165,100,121.1451744,22.74104053,台11線,新豐里橋,豐源大橋,165,574,170,000,丘陵區,4.4,20,南,3.5,4.5,,,,,,0.7,3864,44,102,0,46,1405,5461,5229,24028,541,17,18,0.53 ,,,,
臺東縣,Ⅲ-45,豐源橋收費站,170,700,121.0976677,22.72471685,台11線,豐源大橋,知本,170,000,178,229,丘陵區,8.2,18.4,北,3.5,4.4,,,,,,0.5,6273,80,226,0,93,2766,9438,9010,77392,923,17,18,0.52 ,,,,
臺東縣,Ⅲ-45,豐源橋收費站,170,700,121.0976677,22.72471685,台11線,豐源大橋,知本,170,000,178,229,丘陵區,8.2,18.4,南,3.5,4.4,,,,,,0.5,6393,106,229,0,64,2700,9492,9003,77834,854,7,8,0.52 ,,,,
臺東縣,Ⅲ-46,台東大橋,4,700,121.1428231,22.79168214,台11乙線,富岡,卑南,0,000,7,405,丘陵區,7.4,12,北,3.4,,,,,2.0,,0.5,1409,39,96,0,4,549,2097,2109,15518,198,15,16,0.52 ,,,,
臺東縣,Ⅲ-46,台東大橋,4,700,121.1428231,22.79168214,台11乙線,富岡,卑南,0,000,7,405,丘陵區,7.4,12,南,3.4,,,,,2.0,,0.5,1277,29,107,0,14,516,1943,2013,14378,215,15,16,0.52 ,,,,
高雄市,Ⅲ-47,海巡署,187,200,120.1797804,22.90010026,台17線,湖內,竹滬,185,205,194,780,平原區,9.6,22,北,3.5,3.5,,,,2,,0.6,4892,28,118,0,26,2962,8026,7262,77050,1088,17,18,0.53 ,,,,
高雄市,Ⅲ-47,海巡署,187,200,120.1797804,22.90010026,台17線,湖內,竹滬,185,205,194,780,平原區,9.6,22,南,3.5,3.5,,,,2,,0.6,4941,25,98,1,17,2451,7533,6896,72317,962,16,17,0.53 ,,,,
高雄市,Ⅲ-48,竹滬,196,400,120.2275387,22.86077928,台17線,竹滬,彌陀,194,780,203,077,平原區,8.3,16,北,3.5,3.5,,,,,,0.9,5365,28,318,2,101,3468,9282,8274,77041,1059,17,18,0.58 ,,,,
高雄市,Ⅲ-48,竹滬,196,400,120.2275387,22.86077928,台17線,竹滬,彌陀,194,780,203,077,平原區,8.3,16,南,3.5,3.5,,,,,,0.9,5160,26,250,1,42,3678,9157,7910,76003,1455,7,8,0.58 ,,,,
高雄市,Ⅲ-49,維仁橋,204,100,120.2438350,22.79406931,台17線,彌陀,梓官,203,077,211,059,平原區,8,24.3,北,3.7,3.7,,,,2.1,,1.2,6026,50,308,3,114,4976,11477,10397,91816,2098,7,8,0.59 ,,,,
高雄市,Ⅲ-49,維仁橋,204,100,120.2438350,22.79406931,台17線,彌陀,梓官,203,077,211,059,平原區,8,24.3,南,3.7,3.7,,,,2.1,,1.4,6230,42,319,2,96,4385,11074,10136,88592,1480,17,18,0.59 ,,,,
高雄市,Ⅲ-50,北界橋,211,800,120.2705891,22.73139074,台17線,梓官,三民派出所,211,059,225,366,平原區,14.3,24.2,北,3.5,3.5,,,,2,,1.5,9672,74,167,3,97,9109,19122,16710,273445,1990,7,8,0.51 ,,,,
高雄市,Ⅲ-50,北界橋,211,800,120.2705891,22.73139074,台17線,梓官,三民派出所,211,059,225,366,平原區,14.3,24.2,南,3.5,3.5,,,,2.8,,1.5,10639,70,172,2,78,9709,20670,18038,295581,1949,7,8,0.51 ,,,,
高雄市,Ⅲ-51,中坑門,243,900,120.3690515,22.50668918,台17線,三民派出所,林園,225,366,247,804,平原區,22.4,35,北,3.5,3.6,,,,4.8,,0.7,8058,61,241,0,429,11515,20304,17860,454810,3371,7,8,0.62 ,,,,
高雄市,Ⅲ-51,中坑門,243,900,120.3690515,22.50668918,台17線,三民派出所,林園,225,366,247,804,平原區,22.4,35,南,3.5,3.6,,,,4.8,,0.4,8090,98,261,1,523,9536,18509,16876,414602,2057,17,18,0.62 ,,,,
高雄市,Ⅲ-52,石化二橋,248,300,120.4089974,22.49824973,台17線,林園,雙園大橋,247,804,251,000,平原區,3.2,19,北,3.5,3.5,,,,,,2.0,6378,45,226,1,405,5014,12069,11011,38621,1450,7,8,0.54 ,,,,
高雄市,Ⅲ-52,石化二橋,248,300,120.4089974,22.49824973,台17線,林園,雙園大橋,247,804,251,000,平原區,3.2,19,南,3.5,3.5,,,,,,2.0,6520,39,243,4,422,5342,12570,11427,40224,1243,17,18,0.54 ,,,,
屏東縣,Ⅲ-53,東港監工站,251,900,120.4424187,22.49670704,台17線,雙園大橋,烏龍,251,000,253,252,平原區,2.3,18.2,北,3.5,4,,,,,,0.9,8715,46,164,2,189,6178,15294,13310,35176,1892,7,8,0.54 ,,,,
屏東縣,Ⅲ-53,東港監工站,251,900,120.4424187,22.49670704,台17線,雙園大橋,烏龍,251,000,253,252,平原區,2.3,18.2,南,3.5,4,,,,,,0.9,8342,42,193,4,192,5838,14611,12786,33605,1620,17,18,0.54 ,,,,
屏東縣,Ⅲ-54,東港大橋南,256,000,120.4637006,22.47136247,台17線,烏龍,東港,253,252,255,908,平原區,2.7,17.9,北,3.5,4.1,,,,,,0.4,8340,51,119,0,76,4137,12723,11306,34352,1174,17,18,0.51 ,雙側路肩為自行車行人車道,,,
屏東縣,Ⅲ-54,東港大橋南,256,000,120.4637006,22.47136247,台17線,烏龍,東港,253,252,255,908,平原區,2.7,17.9,南,3.5,4.1,,,,,,0.5,8009,45,132,0,96,3262,11544,10520,31169,1147,17,18,0.51 ,雙側路肩為自行車行人車道,,,
屏東縣,Ⅲ-55,仁和國小,262,900,120.5115646,22.43840165,台17線,東港,林邊,255,908,264,134,平原區,8.2,17.4,北,3.5,4.2,,,,,,0.9,7863,168,250,1,104,3196,11582,10723,94972,1138,16,17,0.53 ,,,,
屏東縣,Ⅲ-55,仁和國小,262,900,120.5115646,22.43840165,台17線,東港,林邊,255,908,264,134,平原區,8.2,17.4,南,3.5,4.2,,,,,,0.9,8101,189,271,1,118,3178,11858,11056,97236,1005,10,11,0.53 ,,,,
屏東縣,Ⅲ-56,佳冬農會,268,300,120.5559506,22.41263852,台17線,林邊,水底寮,264,134,274,129,平原區,10,19,北,3.5,4,,,,,,1.0,4549,164,184,0,72,1851,6820,6398,68200,784,16,17,0.51 ,,,,
屏東縣,Ⅲ-56,佳冬農會,268,300,120.5559506,22.41263852,台17線,林邊,水底寮,264,134,274,129,平原區,10,19,南,3.5,4,,,,,,1.0,4736,160,156,1,85,2164,7302,6766,73020,804,7,8,0.51 ,,,,
高雄市,Ⅲ-57,添治橋,19,950,120.1916556,22.91361528,台17甲線,南萣橋,湖內,18,850,26,851,平原區,8,9.4,北,4.4,,,,,,,0.3,2891,15,92,1,13,3339,6351,4817,50808,471,7,8,0.60 ,,,,
高雄市,Ⅲ-57,添治橋,19,950,120.1916556,22.91361528,台17甲線,南萣橋,湖內,18,850,26,851,平原區,8,9.4,南,4.4,,,,,,,0.3,2839,34,76,1,10,3202,6162,4693,49296,693,7,8,0.60 ,,,,
高雄市,Ⅲ-58,嘉興橋,67,400,120.3012663,22.81381611,台19甲線,南高縣市界,岡山,54,612,67,830,平原區,13.2,17.4,北,3.5,3.5,,,,,,1.7,6705,28,285,1,98,7706,14823,12096,195664,1669,7,8,0.57 ,,,,
高雄市,Ⅲ-58,嘉興橋,67,400,120.3012663,22.81381611,台19甲線,南高縣市界,岡山,54,612,67,830,平原區,13.2,17.4,南,3.5,3.5,,,,,,1.7,6304,32,296,1,84,6873,13590,11175,179388,1245,7,8,0.57 ,,,,
高雄市,Ⅲ-59,石螺潭,74,200,120.2680055,22.76969532,台19甲線,岡山,大舍甲,67,830,74,250,平原區,6.4,8,北,3.6,,,,,,,0.4,2684,17,126,1,39,2986,5853,4583,37459,679,7,8,0.60 ,,,,
高雄市,Ⅲ-59,石螺潭,74,200,120.2680055,22.76969532,台19甲線,岡山,大舍甲,67,830,74,250,平原區,6.4,8,南,3.6,,,,,,,0.4,2546,21,106,1,23,2751,5448,4248,34867,457,7,8,0.60 ,,,,
高雄市,Ⅲ-60,大舍甲,76,900,120.2621152,22.74735252,台19甲線,大舍甲,赤崁,74,250,78,461,平原區,4.2,7.4,北,3.2,,,,,,,0.5,1841,14,39,0,0,3034,4928,3464,20698,421,7,8,0.62 ,,,,
高雄市,Ⅲ-60,大舍甲,76,900,120.2621152,22.74735252,台19甲線,大舍甲,赤崁,74,250,78,461,平原區,4.2,7.4,南,3.2,,,,,,,0.5,1944,26,47,0,0,2500,4517,3340,18971,260,7,8,0.62 ,,,,
高雄市,Ⅲ-61,甲仙橋,57,500,120.5854946,23.08083655,台20線,南高縣市界,荖濃,52,582,72,806,山嶺區,20.2,16.2,東,3.5,3.5,,,,,,1.0,2263,21,42,0,10,1618,3954,5335,79871,609,11,12,0.53 ,,,,
高雄市,Ⅲ-61,甲仙橋,57,500,120.5854946,23.08083655,台20線,南高縣市界,荖濃,52,582,72,806,山嶺區,20.2,16.2,西,3.5,3.5,,,,,,1.0,2212,17,52,0,4,1644,3929,5266,79366,699,16,17,0.53 ,,,,
高雄市,Ⅲ-62,寶來一橋,78,000,120.6967093,23.10735539,台20線,荖濃,埡口,72,806,145,905,山嶺區,73.1,8.8,東,3.5,,,,,,,0.8,1137,15,30,0,8,374,1564,2361,114328,299,11,12,0.58 ,,,,
高雄市,Ⅲ-62,寶來一橋,78,000,120.6967093,23.10735539,台20線,荖濃,埡口,72,806,145,905,山嶺區,73.1,8.8,西,3.5,,,,,,,0.8,1144,22,32,0,4,416,1618,2430,118276,221,11,12,0.58 ,,,,
臺東縣,Ⅲ-63,新武橋,192,600,121.1191523,23.13330995,台20線,埡口,德高,145,905,208,329,丘陵區,62.4,10.8,東,4.3,,,,,,,1.0,229,4,4,0,0,37,274,272,17098,26,9,10,0.60 ,,,,
臺東縣,Ⅲ-63,新武橋,192,600,121.1191523,23.13330995,台20線,埡口,德高,145,905,208,329,丘陵區,62.4,10.8,西,4.3,,,,,,,1.0,187,5,3,0,0,36,231,229,14414,39,9,10,0.60 ,,,,
臺東縣,Ⅲ-64,錦屏村,2,700,121.1886456,23.13134171,台20甲線,初來,池上,0,000,5,714,丘陵區,5.7,7.6,東,3.4,,,,,,,0.3,274,3,3,0,0,159,439,372,2502,35,14,15,0.59 ,,,,
臺東縣,Ⅲ-64,錦屏村,2,700,121.1886456,23.13134171,台20甲線,初來,池上,0,000,5,714,丘陵區,5.7,7.6,西,3.4,,,,,,,0.3,272,4,2,0,0,138,416,359,2371,50,14,15,0.59 ,,,,
高雄市,Ⅲ-65,土庫,2,400,120.3387307,22.74189946,台22線,楠梓,鳳山,0,000,5,353,平原區,5.4,25.8,東,3.5,3.5,,,,,,3.6,9489,93,563,8,309,7459,17921,15900,96773,1867,7,8,0.53 ,,,,
高雄市,Ⅲ-65,土庫,2,400,120.3387307,22.74189946,台22線,楠梓,鳳山,0,000,5,353,平原區,5.4,25.8,西,3.5,3.5,,,,,,8.0,8999,90,576,4,273,7457,17399,15303,93955,1636,17,18,0.53 ,,,,
高雄市,Ⅲ-66,深水派出所,8,700,120.3903472,22.77222439,台22線,鳳山,里嶺大橋,5,353,16,066,平原區,10.7,19.6,東,3.5,3.6,,,,,,1.2,3230,70,82,0,12,3525,6919,5609,74033,623,17,18,0.55 ,,,,
高雄市,Ⅲ-66,深水派出所,8,700,120.3903472,22.77222439,台22線,鳳山,里嶺大橋,5,353,16,066,平原區,10.7,19.6,西,3.5,3.6,,,,,,1.4,3036,80,88,0,16,3605,6825,5499,73027,768,7,8,0.55 ,,,,
屏東縣,Ⅲ-67,加油站,20,450,120.4906744,22.77199259,台22線,里嶺大橋,里港,16,066,21,480,平原區,5.4,18.8,東,3.5,3.5,,,,1.8,,0.5,2755,14,144,0,167,1568,4648,4591,25099,489,17,18,0.51 ,,,,
屏東縣,Ⅲ-67,加油站,20,450,120.4906744,22.77199259,台22線,里嶺大橋,里港,16,066,21,480,平原區,5.4,18.8,西,3.5,3.5,,,,1.8,,0.5,2869,18,95,0,166,1549,4697,4621,25364,466,7,8,0.51 ,,,,
屏東縣,Ⅲ-68,茄苳腳,24,000,120.5225285,22.77662527,台22線,里港,高樹,21,480,34,290,平原區,12.8,10.8,東,3.6,,,,,,,2.2,2487,40,127,0,607,1110,4371,5197,55949,518,10,11,0.51 ,,,,
屏東縣,Ⅲ-68,茄苳腳,24,000,120.5225285,22.77662527,台22線,里港,高樹,21,480,34,290,平原區,12.8,10.8,西,3.6,,,,,,,1.4,2698,58,153,0,524,1134,4567,5259,58458,507,10,11,0.51 ,,,,
臺東縣,Ⅲ-69,碾米廠,38,300,121.2871428,23.00351148,台23線,花東縣界,泰源,16,705,38,705,丘陵區,22,9.8,北,3.5,,,,,,,1.4,419,11,9,0,0,384,823,671,18106,85,7,8,0.54 ,,,,
臺東縣,Ⅲ-69,碾米廠,38,300,121.2871428,23.00351148,台23線,花東縣界,泰源,16,705,38,705,丘陵區,22,9.8,南,3.5,,,,,,,1.4,389,8,10,0,0,326,733,606,16126,71,7,8,0.54 ,,,,
臺東縣,Ⅲ-70,舊東河橋北端,44,950,121.3037397,22.97747671,台23線,泰源,東河,38,705,45,224,丘陵區,6.5,9.2,北,3.5,,,,,,,1.0,225,9,15,0,3,63,315,344,2048,26,16,17,0.73 ,,,,
臺東縣,Ⅲ-70,舊東河橋北端,44,950,121.3037397,22.97747671,台23線,泰源,東河,38,705,45,224,丘陵區,6.5,9.2,南,3.5,,,,,,,1.0,232,13,19,0,3,52,319,369,2074,69,16,17,0.73 ,,,,
屏東縣,Ⅲ-71,鶴聲國小,0,200,120.4801330,22.66524557,台24線,建國路,屏東,0,000,1,105,平原區,1.1,15.8,東,3.5,3.5,,,,,,0.8,5750,20,85,1,5,5872,11733,9449,12906,896,17,18,0.52 ,,,,
屏東縣,Ⅲ-71,鶴聲國小,0,200,120.4801330,22.66524557,台24線,建國路,屏東,0,000,1,105,平原區,1.1,15.8,西,3.5,3.5,,,,,,0.8,5762,18,66,0,2,5836,11684,9396,12852,974,7,8,0.52 ,,,,
屏東縣,Ⅲ-72,明正國中,3,200,120.4985727,22.67968244,台24線,屏東,長興,1,105,4,549,平原區,3.4,16.2,東,3.6,,,,,2,,2.4,6308,34,88,0,3,7716,14149,10419,48107,967,17,18,0.52 ,,,,
屏東縣,Ⅲ-72,明正國中,3,200,120.4985727,22.67968244,台24線,屏東,長興,1,105,4,549,平原區,3.4,16.2,西,3.6,,,,,2,,2.4,6145,37,49,0,3,8561,14795,10607,50303,875,17,18,0.52 ,,,,
屏東縣,Ⅲ-73,德協國小,7,900,120.5423110,22.69315673,台24線,長興,繁華,4,549,11,669,平原區,7.1,18.2,東,3.5,4,,,,,,1.5,6221,33,135,1,38,4648,11076,9380,78640,915,17,18,0.50 ,,,,
屏東縣,Ⅲ-73,德協國小,7,900,120.5423110,22.69315673,台24線,長興,繁華,4,549,11,669,平原區,7.1,18.2,西,3.5,4,,,,,,1.5,6125,37,132,0,23,4365,10682,9067,75842,908,17,18,0.50 ,,,,
屏東縣,Ⅲ-74,三地門大橋,19,800,120.6404486,22.70986274,台24線,繁華,三地門鄉公所,11,669,22,916,平原區,11.2,15.8,東,3.5,3.9,,,,,,0.4,2638,38,51,0,3,1234,3964,3521,44397,460,11,12,0.56 ,,,,
屏東縣,Ⅲ-74,三地門大橋,19,800,120.6404486,22.70986274,台24線,繁華,三地門鄉公所,11,669,22,916,平原區,11.2,15.8,西,3.5,3.9,,,,,,0.4,2644,43,55,0,3,1214,3959,3529,44341,588,15,16,0.56 ,,,,
屏東縣,Ⅲ-75,霧台谷川大橋,31,850,120.7043486,22.74821267,台24線,三地門鄉公所,阿禮,22,916,48,690,平原區,25.8,8.8,東,3.7,,,,,,,0.6,407,4,3,0,0,279,693,561,17879,138,14,15,0.54 ,,,,
屏東縣,Ⅲ-75,霧台谷川大橋,31,850,120.7043486,22.74821267,台24線,三地門鄉公所,阿禮,22,916,48,690,平原區,25.8,8.8,西,3.7,,,,,,,0.6,464,4,0,0,0,298,766,621,19763,164,14,15,0.54 ,,,,
高雄市,Ⅲ-76,商協新村,3,800,120.3838264,22.61854484,台25線,鳳山,大寮,0,000,6,564,平原區,6.6,17.2,北,3.5,3.8,,,,,,1.2,7422,64,72,0,6,13976,21540,16030,142164,1788,17,18,0.51 ,,,,
